customer_id,orders,units_sold,revenue,average_order_value
13388,2,282.0,677.1,338.55
13389,3,429.0,797.96,265.99
13390,1,224.0,544.08,544.08
13391,1,4.0,59.8,59.8
13394,8,2392.0,2520.02,315.0
13395,1,336.0,307.72,307.72
13396,2,600.0,1360.99,680.5
13397,5,430.0,1544.13,308.83
13398,1,281.0,457.34,457.34
13402,2,479.0,621.23,310.62
13403,1,44.0,75.0,75.0
13404,2,111.0,252.49,126.25
13405,3,164.0,572.45,190.82
13408,62,16232.0,28117.04,453.5
13410,5,518.0,1003.06,200.61
13411,1,72.0,213.55,213.55
13414,3,1574.0,1390.5,463.5
13416,2,142.0,712.5,356.25
13417,2,162.0,640.83,320.42
13418,18,3918.0,6127.43,340.41
13419,1,275.0,221.06,221.06
13420,2,101.0,159.85,79.93
13421,2,1128.0,1833.71,916.86
13422,1,1326.0,2626.3,2626.3
13425,3,1123.0,1624.21,541.4
13426,10,2245.0,3641.32,364.13
13427,3,545.0,582.6,194.2
13428,1,151.0,201.78,201.78
13429,4,1390.0,1006.8,251.7
13430,2,751.0,679.45,339.73
13431,2,672.0,1269.1,634.55
13434,2,300.0,534.24,267.12
13435,7,2129.0,3809.89,544.27
13436,1,76.0,196.89,196.89
13437,7,1283.0,3408.06,486.87
13439,1,242.0,283.71,283.71
13441,1,204.0,296.64,296.64
13447,3,584.0,1129.14,376.38
13448,6,1648.0,3534.69,589.12
13449,1,222.0,291.88,291.88
13450,6,1982.0,2043.72,340.62
13451,5,2128.0,2898.26,579.65
13452,2,2.0,590.0,295.0
13453,2,134.0,356.98,178.49
13455,2,354.0,1058.34,529.17
13456,6,765.0,1766.72,294.45
13458,14,5508.0,9646.57,689.04
13460,2,286.0,183.44,91.72
13461,3,1170.0,1445.0,481.67
13462,1,62.0,151.5,151.5
13464,1,403.0,674.68,674.68
13466,1,259.0,307.9,307.9
13467,2,580.0,1071.91,535.96
13468,37,2589.0,5704.97,154.19
13470,2,100.0,165.0,82.5
13471,4,1583.0,2501.84,625.46
13473,2,266.0,422.64,211.32
13474,1,129.0,226.84,226.84
13475,4,1012.0,1431.78,357.95
13476,2,417.0,1238.47,619.24
13477,6,1021.0,1454.58,242.43
13479,2,134.0,300.95,150.48
13481,5,1142.0,1804.56,360.91
13482,1,116.0,184.64,184.64
13483,1,160.0,140.34,140.34
13484,1,44.0,313.8,313.8
13485,1,277.0,454.24,454.24
13486,3,669.0,1122.41,374.14
13487,3,265.0,575.4,191.8
13488,13,4518.0,8968.31,689.87
13489,4,560.0,449.52,112.38
13491,10,903.0,1215.82,121.58
13492,3,408.0,1269.84,423.28
13493,2,380.0,618.63,309.32
13494,1,162.0,316.26,316.26
13495,5,829.0,2044.87,408.97
13496,2,341.0,653.33,326.67
13497,2,163.0,348.05,174.03
13499,5,1365.0,1159.11,231.82
13500,3,609.0,1166.77,388.92
13501,1,560.0,1340.32,1340.32
13502,3,264.0,292.0,97.33
13503,1,248.0,216.85,216.85
13504,1,178.0,295.93,295.93
13505,4,2486.0,4393.63,1098.41
13506,2,324.0,458.52,229.26
13507,4,1597.0,2479.16,619.79
13508,1,24.0,110.97,110.97
13509,7,1106.0,979.72,139.96
13510,4,1386.0,1791.56,447.89
13512,1,143.0,251.21,251.21
13513,1,109.0,205.1,205.1
13514,1,40.0,152.2,152.2
13515,4,681.0,891.12,222.78
13516,3,985.0,1389.41,463.14
13517,3,1369.0,2128.42,709.47
13518,1,382.0,627.16,627.16
13519,1,23.0,122.75,122.75
13520,6,1649.0,3624.35,604.06
13521,3,718.0,1071.73,357.24
13522,1,44.0,125.8,125.8
13523,5,1752.0,3964.88,792.98
13524,5,324.0,680.18,136.04
13525,2,394.0,628.78,314.39
13527,7,1683.0,2242.36,320.34
13529,2,74.0,307.76,153.88
13531,2,174.0,483.8,241.9
13532,1,129.0,210.31,210.31
13533,3,202.0,269.09,89.7
13534,25,2961.0,5870.08,234.8
13536,7,2126.0,3444.39,492.06
13538,7,175.0,1280.85,182.98
13539,3,320.0,631.34,210.45
13544,2,112.0,276.06,138.03
13546,3,357.0,621.09,207.03
13548,2,436.0,678.16,339.08
13549,7,458.0,918.2,131.17
13551,1,12.0,91.8,91.8
13552,12,1417.0,3740.07,311.67
13555,4,2636.0,4098.88,1024.72
13557,2,546.0,584.06,292.03
13558,4,338.0,594.52,148.63
13560,1,63.0,171.42,171.42
13561,1,83.0,141.86,141.86
13562,3,757.0,1799.33,599.78
13563,2,209.0,777.53,388.77
13564,3,636.0,1724.67,574.89
13565,2,172.0,240.22,120.11
13566,2,567.0,856.84,428.42
13568,1,66.0,187.05,187.05
13569,2,156.0,338.62,169.31
13570,1,161.0,239.49,239.49
13571,12,1757.0,2088.94,174.08
13572,1,534.0,1384.25,1384.25
13573,2,302.0,290.25,145.13
13575,5,449.0,732.07,146.41
13576,18,2646.0,6717.34,373.19
13577,4,791.0,1687.6,421.9
13579,2,176.0,467.04,233.52
13581,1,30.0,118.0,118.0
13583,1,725.0,781.03,781.03
13584,1,37.0,142.4,142.4
13587,1,180.0,712.4,712.4
13588,9,2606.0,2478.95,275.44
13589,2,114.0,379.65,189.83
13590,6,1848.0,1981.92,330.32
13591,3,485.0,1117.13,372.38
13592,4,84.0,247.96,61.99
13593,5,719.0,2011.88,402.38
13594,1,359.0,396.97,396.97
13596,2,384.0,664.11,332.06
13598,1,52.0,160.04,160.04
13599,21,3293.0,5149.92,245.23
13600,1,324.0,219.52,219.52
13601,2,548.0,693.32,346.66
13602,1,267.0,428.89,428.89
13603,1,164.0,164.34,164.34
13606,3,276.0,276.75,92.25
13607,1,288.0,675.51,675.51
13610,7,488.0,1082.33,154.62
13611,3,754.0,1154.4,384.8
13614,4,564.0,1585.46,396.37
13615,1,189.0,417.69,417.69
13617,3,300.0,544.18,181.39
13618,1,246.0,177.34,177.34
13621,1,343.0,213.85,213.85
13623,5,286.0,727.74,145.55
13626,1,209.0,257.23,257.23
13627,5,1269.0,1638.47,327.69
13629,11,4372.0,7792.36,708.4
13630,7,1391.0,2031.78,290.25
13631,11,467.0,3070.42,279.13
13632,5,1031.0,2118.93,423.79
13634,5,700.0,1547.36,309.47
13635,1,677.0,1071.03,1071.03
13636,5,592.0,949.12,189.82
13637,3,405.0,804.3,268.1
13638,1,93.0,122.64,122.64
13639,1,800.0,1033.34,1033.34
13642,1,151.0,312.28,312.28
13643,3,273.0,519.44,173.15
13644,4,2067.0,2624.26,656.07
13645,1,158.0,252.1,252.1
13647,4,887.0,1648.12,412.03
13649,2,139.0,346.6,173.3
13650,6,922.0,1836.34,306.06
13651,2,33.0,94.2,47.1
13652,3,578.0,1095.08,365.03
13654,6,2182.0,2707.33,451.22
13655,2,605.0,932.97,466.49
13656,2,490.0,379.65,189.83
13657,2,209.0,382.14,191.07
13658,5,1019.0,2639.17,527.83
13659,2,882.0,1563.0,781.5
13662,3,533.0,881.26,293.75
13663,1,91.0,189.47,189.47
13666,3,41.0,84.65,28.22
13667,1,149.0,299.05,299.05
13668,21,3722.0,6309.83,300.47
13669,2,237.0,218.55,109.28
13670,1,282.0,349.7,349.7
13672,2,57.0,186.39,93.2
13673,2,114.0,387.44,193.72
13675,2,330.0,486.82,243.41
13678,1,924.0,232.6,232.6
13680,4,1934.0,3719.12,929.78
13681,4,360.0,827.83,206.96
13682,1,10.0,59.5,59.5
13684,1,38.0,65.13,65.13
13685,7,5056.0,3119.44,445.63
13686,1,70.0,72.0,72.0
13689,1,512.0,910.0,910.0
13690,1,67.0,172.25,172.25
13692,3,1226.0,1488.32,496.11
13694,50,63312.0,65039.62,1300.79
13695,15,1603.0,2504.13,166.94
13697,1,177.0,151.3,151.3
13699,1,66.0,308.58,308.58
13700,10,2281.0,2248.63,224.86
13703,1,10.0,99.5,99.5
13704,9,1531.0,2308.06,256.45
13705,3,363.0,711.86,237.29
13706,1,189.0,330.79,330.79
13707,2,351.0,806.41,403.21
13708,1,301.0,285.33,285.33
13709,13,3508.0,6307.65,485.2
13710,1,176.0,180.48,180.48
13711,2,140.0,252.06,126.03
13712,1,352.0,228.84,228.84
13715,5,562.0,1077.39,215.48
13716,1,138.0,138.28,138.28
13717,6,1959.0,1445.01,240.84
13718,2,173.0,306.55,153.28
13719,5,609.0,1041.68,208.34
13720,4,501.0,799.9,199.98
13721,1,316.0,524.14,524.14
13722,3,1401.0,2375.41,791.8
13723,1,43.0,199.85,199.85
13725,8,806.0,1980.56,247.57
13726,2,1054.0,1079.66,539.83
13727,2,162.0,333.48,166.74
13728,6,458.0,1016.14,169.36
13730,2,488.0,752.6,376.3
13731,2,278.0,610.59,305.3
13732,1,498.0,491.86,491.86
13735,4,1128.0,2883.54,720.89
13736,2,496.0,729.8,364.9
13737,1,125.0,339.6,339.6
13739,1,54.0,216.9,216.9
13740,1,425.0,350.75,350.75
13741,3,218.0,668.43,222.81
13742,12,1115.0,3107.87,258.99
13743,7,1776.0,1341.6,191.66
13744,2,1153.0,1080.52,540.26
13745,1,496.0,300.04,300.04
13747,1,8.0,79.6,79.6
13748,5,439.0,948.25,189.65
13750,5,516.0,1647.26,329.45
13751,1,152.0,296.25,296.25
13752,6,874.0,1175.38,195.9
13753,1,512.0,741.26,741.26
13754,2,214.0,282.6,141.3
13755,9,1242.0,2108.06,234.23
13756,14,3188.0,5189.52,370.68
13758,7,1844.0,3190.55,455.79
13759,2,287.0,659.41,329.71
13760,2,197.0,286.79,143.4
13761,2,642.0,1070.65,535.33
13762,1,272.0,306.72,306.72
13763,1,728.0,1714.96,1714.96
13764,3,926.0,1519.42,506.47
13767,37,7322.0,17220.36,465.42
13769,10,1163.0,2796.51,279.65
13771,4,1477.0,2634.45,658.61
13772,3,540.0,1122.63,374.21
13774,1,192.0,345.0,345.0
13777,33,12897.0,25977.16,787.19
13778,1,70.0,178.7,178.7
13780,2,318.0,360.01,180.01
13781,1,30.0,127.84,127.84
13782,6,369.0,908.86,151.48
13784,11,2493.0,2462.79,223.89
13786,1,136.0,230.4,230.4
13787,2,337.0,309.04,154.52
13790,1,748.0,348.8,348.8
13791,2,1200.0,1516.0,758.0
13792,2,92.0,195.55,97.78
13798,57,23948.0,37153.85,651.82
13799,2,402.0,688.86,344.43
13800,1,331.0,558.32,558.32
13801,1,168.0,324.8,324.8
13802,3,2572.0,4599.42,1533.14
13803,1,121.0,277.07,277.07
13804,7,1462.0,2588.39,369.77
13805,2,1900.0,924.6,462.3
13806,1,56.0,256.38,256.38
13807,1,36.0,112.6,112.6
13808,5,782.0,1747.66,349.53
13809,1,29.0,155.05,155.05
13810,3,312.0,1499.01,499.67
13811,3,68.0,814.5,271.5
13812,3,333.0,539.0,179.67
13813,4,552.0,1366.86,341.72
13814,2,864.0,1579.12,789.56
13815,4,2560.0,4027.36,1006.84
13816,2,269.0,571.67,285.84
13817,2,211.0,382.98,191.49
13819,3,1109.0,1140.35,380.12
13821,2,153.0,385.64,192.82
13822,2,611.0,632.0,316.0
13823,2,439.0,957.66,478.83
13824,5,768.0,1698.94,339.79
13826,1,82.0,189.5,189.5
13827,3,138.0,409.8,136.6
13828,1,311.0,209.49,209.49
13831,6,743.0,2198.45,366.41
13832,1,28.0,52.2,52.2
13833,1,117.0,383.85,383.85
13835,4,442.0,834.57,208.64
13837,2,182.0,266.59,133.3
13838,4,254.0,674.82,168.71
13841,1,100.0,85.0,85.0
13842,9,1768.0,3385.62,376.18
13844,1,196.0,361.62,361.62
13845,1,182.0,312.98,312.98
13846,3,388.0,865.06,288.35
13848,3,3700.0,1255.0,418.33
13849,2,1016.0,1537.95,768.98
13850,1,944.0,1595.48,1595.48
13851,3,1705.0,2651.46,883.82
13853,1,312.0,1090.14,1090.14
13854,25,2296.0,8109.52,324.38
13856,3,494.0,388.5,129.5
13858,1,75.0,216.17,216.17
13859,1,129.0,201.16,201.16
13860,5,591.0,1245.9,249.18
13862,8,1688.0,2209.36,276.17
13863,1,224.0,305.78,305.78
13865,4,204.0,501.56,125.39
13866,1,57.0,145.67,145.67
13867,3,501.0,1005.09,335.03
13868,2,1964.0,3192.54,1596.27
13869,4,1709.0,3083.65,770.91
13870,8,1325.0,2770.94,346.37
13871,13,2806.0,6403.25,492.56
13873,3,140.0,389.6,129.87
13874,1,180.0,540.45,540.45
13875,5,1316.0,1786.79,357.36
13876,1,36.0,122.7,122.7
13877,1,108.0,117.24,117.24
13878,1,463.0,1271.57,1271.57
13880,13,1842.0,3219.77,247.67
13881,20,10118.0,17159.52,857.98
13882,5,953.0,1191.13,238.23
13883,5,1436.0,2674.48,534.9
13884,5,300.0,787.6,157.52
13885,2,182.0,506.8,253.4
13886,1,126.0,243.56,243.56
13887,1,147.0,349.55,349.55
13888,2,254.0,595.67,297.84
13889,1,146.0,416.9,416.9
13890,10,831.0,1883.81,188.38
13892,4,983.0,632.97,158.24
13893,1,190.0,821.1,821.1
13894,3,354.0,564.62,188.21
13895,4,1365.0,2593.07,648.27
13897,1,200.0,311.16,311.16
13898,1,133.0,155.93,155.93
13899,2,156.0,388.52,194.26
13900,3,430.0,740.95,246.98
13901,5,1739.0,2867.2,573.44
13904,2,332.0,332.64,166.32
13908,4,1478.0,2369.55,592.39
13911,9,2731.0,2580.91,286.77
13914,2,380.0,626.45,313.23
13917,2,228.0,272.04,136.02
13918,2,1140.0,1212.84,606.42
13919,2,474.0,384.81,192.41
13922,1,93.0,172.25,172.25
13923,1,185.0,351.13,351.13
13924,6,1575.0,1838.85,306.48
13925,4,331.0,678.25,169.56
13926,1,104.0,223.85,223.85
13927,1,214.0,348.99,348.99
13928,4,129.0,464.57,116.14
13929,2,143.0,842.65,421.33
13930,2,274.0,337.34,168.67
13931,2,725.0,1237.53,618.77
13932,1,72.0,307.4,307.4
13933,2,205.0,608.79,304.4
13934,1,390.0,922.1,922.1
13936,1,330.0,376.58,376.58
13937,1,123.0,158.85,158.85
13938,1,70.0,71.66,71.66
13939,3,847.0,568.55,189.52
13940,4,516.0,839.14,209.79
13941,5,2364.0,5112.96,1022.59
13946,3,443.0,561.57,187.19
13947,1,44.0,90.6,90.6
13948,1,40.0,102.0,102.0
13949,6,2474.0,2427.32,404.55
13950,4,323.0,745.06,186.27
13951,3,459.0,674.45,224.82
13952,2,1430.0,3251.07,1625.54
13953,7,2724.0,3515.68,502.24
13954,2,150.0,439.92,219.96
13955,2,154.0,322.96,161.48
13956,5,486.0,1019.27,203.85
13959,3,355.0,594.04,198.01
13960,2,142.0,230.22,115.11
13962,2,87.0,169.55,84.78
13963,4,460.0,664.54,166.14
13967,1,42.0,80.7,80.7
13969,18,4528.0,9024.17,501.34
13971,8,1844.0,2758.26,344.78
13972,2,187.0,190.25,95.13
13973,1,109.0,264.7,264.7
13974,1,249.0,413.59,413.59
13975,6,1697.0,2461.24,410.21
13976,1,154.0,357.98,357.98
13978,2,315.0,196.79,98.4
13979,1,639.0,869.87,869.87
13980,1,172.0,200.14,200.14
13982,4,1136.0,1871.81,467.95
13983,12,1183.0,2603.43,216.95
13984,5,679.0,920.51,184.1
13985,15,3445.0,7060.13,470.68
13986,1,430.0,320.46,320.46
13988,6,3044.0,4147.96,691.33
13989,2,1313.0,1266.08,633.04
13990,1,190.0,311.3,311.3
13991,6,995.0,852.88,142.15
13992,1,64.0,76.8,76.8
13993,9,900.0,3466.36,385.15
13994,6,932.0,2274.14,379.02
13995,5,879.0,1393.69,278.74
13999,12,2243.0,3901.81,325.15
14000,1,710.0,635.66,635.66
14001,3,962.0,2043.08,681.03
14002,2,877.0,529.73,264.87
14004,7,2668.0,4582.64,654.66
14005,5,2478.0,2874.72,574.94
14006,3,641.0,962.19,320.73
14009,2,365.0,695.61,347.81
14012,1,160.0,328.8,328.8
14013,3,462.0,473.02,157.67
14014,1,1076.0,505.18,505.18
14015,1,378.0,917.34,917.34
14016,4,2125.0,4341.21,1085.3
14019,3,1037.0,1421.61,473.87
14020,2,441.0,642.8,321.4
14021,3,192.0,631.9,210.63
14022,1,487.0,440.0,440.0
14023,2,345.0,584.07,292.04
14024,2,150.0,327.7,163.85
14027,1,62.0,104.82,104.82
14029,2,198.0,467.66,233.83
14030,8,1478.0,2358.84,294.86
14031,19,5788.0,17286.86,909.83
14032,11,2032.0,2975.59,270.51
14034,3,420.0,648.89,216.3
14035,5,739.0,1428.02,285.6
14036,1,268.0,626.65,626.65
14037,2,46.0,147.2,73.6
14038,3,965.0,1560.38,520.13
14039,1,92.0,152.2,152.2
14040,12,1544.0,3560.32,296.69
14041,1,94.0,141.41,141.41
14044,4,304.0,646.42,161.61
14045,4,535.0,1659.75,414.94
14046,1,460.0,154.99,154.99
14047,5,381.0,1308.61,261.72
14048,1,288.0,409.93,409.93
14049,4,3808.0,5578.72,1394.68
14050,2,689.0,746.36,373.18
14051,23,3756.0,15610.39,678.71
14052,1,89.0,225.36,225.36
14053,2,215.0,260.25,130.13
14054,1,62.0,92.46,92.46
14055,1,216.0,725.64,725.64
14056,23,4252.0,8152.71,354.47
14057,17,4873.0,6211.66,365.39
14059,1,128.0,183.6,183.6
14060,19,5386.0,6140.42,323.18
14062,12,5593.0,10464.85,872.07
14064,5,1772.0,1334.34,266.87
14066,1,45.0,152.55,152.55
14067,2,361.0,374.7,187.35
14068,1,73.0,265.85,265.85
14071,8,994.0,1437.57,179.7
14073,1,130.0,151.04,151.04
14075,3,754.0,942.26,314.09
14076,1,79.0,118.67,118.67
14077,5,268.0,499.42,99.88
14078,6,310.0,1049.37,174.9
14079,1,301.0,375.1,375.1
14080,1,48.0,45.6,45.6
14081,2,592.0,921.62,460.81
14082,1,110.0,182.25,182.25
14083,9,705.0,1002.9,111.43
14085,18,3177.0,4421.29,245.63
14087,1,250.0,191.47,191.47
14088,13,12665.0,50491.81,3883.99
14089,1,133.0,158.75,158.75
14090,1,72.0,76.32,76.32
14092,14,2066.0,4076.91,291.21
14093,1,391.0,433.86,433.86
14096,17,16352.0,65164.79,3833.22
14098,1,104.0,147.35,147.35
14099,11,2179.0,3104.17,282.2
14100,1,63.0,191.95,191.95
14101,6,6942.0,5976.79,996.13
14102,5,769.0,1105.88,221.18
14104,2,72.0,216.21,108.11
14105,1,800.0,1266.23,1266.23
14107,7,1793.0,2703.23,386.18
14108,2,381.0,597.91,298.96
14109,1,88.0,144.2,144.2
14110,12,2445.0,5683.15,473.6
14111,4,458.0,692.85,173.21
14112,7,1651.0,2915.15,416.45
14113,4,745.0,1840.42,460.11
14114,2,101.0,386.53,193.27
14116,5,707.0,1382.74,276.55
14117,1,72.0,90.0,90.0
14121,4,2082.0,2780.15,695.04
14124,1,1618.0,419.58,419.58
14125,3,1628.0,2720.63,906.88
14126,3,508.0,706.13,235.38
14127,3,321.0,709.71,236.57
14128,2,564.0,637.5,318.75
14129,5,592.0,1123.86,224.77
14130,1,257.0,480.91,480.91
14132,11,3368.0,3586.03,326.0
14133,3,348.0,605.64,201.88
14135,15,3850.0,4690.31,312.69
14138,2,600.0,965.88,482.94
14139,1,510.0,415.82,415.82
14140,2,811.0,935.05,467.53
14141,4,355.0,915.13,228.78
14142,1,313.0,311.81,311.81
14143,1,30.0,115.8,115.8
14145,4,756.0,3742.2,935.55
14146,5,2437.0,4191.0,838.2
14147,2,108.0,483.4,241.7
14148,1,16.0,157.2,157.2
14149,1,218.0,446.62,446.62
14150,2,496.0,658.64,329.32
14152,2,711.0,621.29,310.65
14154,2,465.0,1345.62,672.81
14155,1,25.0,118.75,118.75
14156,55,57768.0,117210.08,2131.09
14157,2,271.0,424.89,212.45
14158,1,781.0,507.66,507.66
14159,11,4348.0,4630.35,420.94
14161,3,450.0,1097.62,365.87
14162,2,142.0,289.36,144.68
14163,4,893.0,2445.91,611.48
14164,2,1033.0,1631.77,815.89
14165,1,53.0,120.44,120.44
14167,4,147.0,562.59,140.65
14171,1,167.0,363.79,363.79
14173,4,150.0,450.84,112.71
14174,1,94.0,134.46,134.46
14175,3,1515.0,3222.3,1074.1
14176,4,209.0,576.9,144.23
14177,4,204.0,549.46,137.37
14178,7,1494.0,1600.26,228.61
14179,2,319.0,701.57,350.79
14180,25,719.0,4748.52,189.94
14184,1,127.0,452.89,452.89
14185,1,6.0,197.65,197.65
14188,6,1162.0,2054.36,342.39
14189,15,3937.0,4654.08,310.27
14191,13,3662.0,4684.76,360.37
14193,2,445.0,853.39,426.7
14194,21,5840.0,11349.52,540.45
14195,2,760.0,1012.0,506.0
14196,1,142.0,335.52,335.52
14198,4,290.0,701.4,175.35
14199,1,28.0,185.4,185.4
14201,7,590.0,747.44,106.78
14204,1,72.0,150.61,150.61
14205,2,204.0,466.7,233.35
14206,1,276.0,328.16,328.16
14208,1,114.0,151.74,151.74
14209,6,691.0,2073.43,345.57
14210,6,760.0,1905.84,317.64
14211,9,1242.0,2241.1,249.01
14212,1,1152.0,1070.48,1070.48
14214,5,751.0,1004.38,200.88
14215,6,1358.0,1789.72,298.29
14216,4,594.0,1839.3,459.83
14217,17,689.0,2004.98,117.94
14218,1,160.0,169.48,169.48
14219,1,78.0,89.94,89.94
14220,2,272.0,632.4,316.2
14221,9,2191.0,3432.8,381.42
14222,1,607.0,683.17,683.17
14223,3,585.0,991.13,330.38
14224,4,483.0,1009.73,252.43
14226,5,1296.0,2214.79,442.96
14227,10,1820.0,3350.96,335.1
14229,3,610.0,1547.2,515.73
14231,3,409.0,925.71,308.57
14232,5,1941.0,2048.07,409.61
14233,4,680.0,1462.72,365.68
14234,4,951.0,754.12,188.53
14235,5,1959.0,3144.86,628.97
14236,2,310.0,490.86,245.43
14237,1,38.0,161.0,161.0
14238,1,111.0,146.85,146.85
14239,11,993.0,2380.85,216.44
14240,2,418.0,890.34,445.17
14241,1,146.0,213.7,213.7
14242,2,123.0,280.55,140.28
14243,10,1221.0,2588.77,258.88
14245,2,976.0,1693.45,846.73
14246,3,804.0,1474.06,491.35
14247,1,47.0,136.77,136.77
14248,1,102.0,302.58,302.58
14250,3,1200.0,1904.05,634.68
14251,5,1674.0,2879.7,575.94
14256,2,414.0,969.06,484.53
14257,5,1682.0,3099.72,619.94
14258,9,7100.0,12669.98,1407.78
14259,1,68.0,120.0,120.0
14261,2,406.0,1163.45,581.73
14262,8,1645.0,2618.23,327.28
14264,2,70.0,333.97,166.99
14265,2,330.0,530.18,265.09
14267,3,530.0,1516.24,505.41
14270,1,197.0,492.65,492.65
14271,1,88.0,112.32,112.32
14272,2,599.0,437.96,218.98
14273,4,264.0,559.97,139.99
14276,3,744.0,1119.74,373.25
14277,3,1976.0,4188.0,1396.0
14280,1,52.0,134.04,134.04
14282,15,2656.0,3701.44,246.76
14284,2,161.0,595.25,297.63
14285,4,541.0,1910.01,477.5
14286,3,4338.0,4628.75,1542.92
14287,3,261.0,176.63,58.88
14288,1,188.0,426.6,426.6
14289,6,292.0,911.26,151.88
14290,5,915.0,2314.65,462.93
14291,11,2749.0,3883.25,353.02
14292,9,1663.0,4871.93,541.33
14293,4,709.0,1046.56,261.64
14295,1,84.0,166.2,166.2
14297,4,865.0,1305.33,326.33
14298,44,58343.0,51527.3,1171.08
14299,9,2149.0,3965.62,440.62
14300,1,32.0,43.2,43.2
14301,1,606.0,640.14,640.14
14304,1,139.0,383.45,383.45
14305,3,1089.0,1858.96,619.65
14306,2,1075.0,2093.32,1046.66
14307,6,2058.0,2995.72,499.29
14309,9,1633.0,2352.53,261.39
14311,1,146.0,310.26,310.26
14312,6,1012.0,1611.59,268.6
14314,1,296.0,120.0,120.0
14315,6,1021.0,2481.13,413.52
14317,1,255.0,508.58,508.58
14320,2,325.0,477.79,238.9
14321,5,2406.0,1530.75,306.15
14323,2,350.0,605.06,302.53
14326,1,103.0,183.85,183.85
14327,1,139.0,311.65,311.65
14329,7,3087.0,4975.24,710.75
14331,2,252.0,462.66,231.33
14332,3,463.0,840.21,280.07
14333,1,58.0,415.2,415.2
14334,8,1731.0,2552.21,319.03
14335,2,375.0,454.86,227.43
14336,4,1759.0,1614.91,403.73
14338,2,335.0,588.22,294.11
14339,1,168.0,309.52,309.52
14340,1,58.0,134.7,134.7
14341,8,1397.0,2166.98,270.87
14342,4,347.0,668.56,167.14
14344,8,477.0,889.93,111.24
14345,1,50.0,108.98,108.98
14346,2,605.0,1021.58,510.79
14348,1,183.0,409.57,409.57
14349,1,86.0,133.5,133.5
14350,1,183.0,282.93,282.93
14351,1,12.0,51.0,51.0
14352,4,538.0,1078.96,269.74
14353,1,64.0,90.6,90.6
14354,2,210.0,163.62,81.81
14355,1,92.0,174.4,174.4
14356,2,277.0,701.23,350.62
14357,1,147.0,225.12,225.12
14359,3,371.0,912.18,304.06
14360,4,1139.0,2118.03,529.51
14362,1,96.0,151.5,151.5
14364,8,1967.0,3717.35,464.67
14367,16,4426.0,9227.82,576.74
14368,1,36.0,155.0,155.0
14371,1,34.0,100.5,100.5
14373,1,17.0,76.55,76.55
14375,1,184.0,235.56,235.56
14377,2,219.0,617.05,308.53
14379,2,292.0,348.1,174.05
14381,1,146.0,202.68,202.68
14382,1,1231.0,615.49,615.49
14383,3,817.0,1247.69,415.9
14385,3,159.0,202.11,67.37
14386,1,54.0,142.4,142.4
14387,3,795.0,1727.6,575.87
14388,8,1941.0,3212.84,401.61
14389,2,729.0,1043.46,521.73
14390,9,2133.0,4642.57,515.84
14393,1,13.0,67.95,67.95
14395,9,1689.0,3479.91,386.66
14396,2,225.0,487.99,244.0
14397,19,1890.0,2612.96,137.52
14400,1,454.0,574.7,574.7
14401,13,4507.0,4051.48,311.65
14403,4,519.0,1475.81,368.95
14404,6,827.0,1449.32,241.55
14406,1,77.0,156.75,156.75
14407,6,1415.0,2157.73,359.62
14408,7,1610.0,2599.03,371.29
14409,6,1230.0,2059.45,343.24
14410,9,567.0,1100.27,122.25
14411,1,196.0,1063.0,1063.0
14412,2,786.0,770.03,385.02
14413,1,67.0,121.05,121.05
14414,7,2512.0,1496.98,213.85
14415,13,2996.0,5855.57,450.43
14416,2,326.0,490.22,245.11
14418,3,1711.0,1937.25,645.75
14419,6,483.0,1051.79,175.3
14420,1,334.0,387.52,387.52
14421,2,365.0,813.11,406.56
14422,6,2906.0,4263.64,710.61
14423,1,120.0,265.2,265.2
14424,1,48.0,322.08,322.08
14426,10,2699.0,4481.67,448.17
14427,2,228.0,363.34,181.67
14428,5,428.0,1224.06,244.81
14431,1,130.0,470.36,470.36
14432,6,2013.0,2248.5,374.75
14434,6,368.0,1372.8,228.8
14436,1,129.0,89.06,89.06
14437,1,60.0,63.0,63.0
14438,1,82.0,131.9,131.9
14439,1,526.0,2661.24,2661.24
14440,5,588.0,2357.68,471.54
14441,4,446.0,1712.89,428.22
14442,2,482.0,1589.82,794.91
14443,4,938.0,1420.2,355.05
14446,4,916.0,1010.35,252.59
14447,5,571.0,1163.23,232.65
14448,2,104.0,375.35,187.68
14449,4,741.0,885.8,221.45
14450,3,241.0,483.25,161.08
14451,2,378.0,643.9,321.95
14452,2,116.0,259.05,129.53
14453,1,49.0,119.93,119.93
14456,9,2885.0,3017.28,335.25
14457,1,88.0,113.64,113.64
14459,1,760.0,1837.92,1837.92
14460,3,881.0,434.34,144.78
14461,3,766.0,2103.06,701.02
14462,11,956.0,1980.57,180.05
14463,3,179.0,529.62,176.54
14465,3,398.0,1038.44,346.15
14466,7,1006.0,2272.4,324.63
14467,4,276.0,596.26,149.07
14470,2,193.0,461.19,230.6
14472,8,1135.0,1852.67,231.58
14473,2,88.0,234.34,117.17
14474,1,140.0,547.66,547.66
14475,3,447.0,925.85,308.62
14476,1,110.0,193.0,193.0
14477,4,720.0,1309.6,327.4
14479,2,117.0,316.25,158.13
14480,1,143.0,279.05,279.05
14481,2,489.0,636.51,318.26
14482,6,1627.0,2022.81,337.14
14483,1,97.0,137.1,137.1
14484,1,210.0,321.92,321.92
14485,1,70.0,162.8,162.8
14487,6,712.0,1165.48,194.25
